,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation
1965,Austria,1999,female,5-14 years,1,461473,0.22,"217,185,787,343",28722,Millenials
1966,Austria,2000,male,75+ years,172,172839,99.51,"196,799,778,883",25922,G.I. Generation
1967,Austria,2000,male,55-74 years,342,730447,46.82,"196,799,778,883",25922,Silent
1968,Austria,2000,male,35-54 years,383,1163122,32.93,"196,799,778,883",25922,Boomers
1969,Austria,2000,male,25-34 years,149,622975,23.92,"196,799,778,883",25922,Generation X
1970,Austria,2000,female,75+ years,92,394864,23.3,"196,799,778,883",25922,G.I. Generation
1971,Austria,2000,male,15-24 years,106,485710,21.82,"196,799,778,883",25922,Generation X
1972,Austria,2000,female,55-74 years,143,840225,17.02,"196,799,778,883",25922,Silent
1973,Austria,2000,female,35-54 years,132,1149412,11.48,"196,799,778,883",25922,Boomers
1974,Austria,2000,female,15-24 years,27,469025,5.76,"196,799,778,883",25922,Generation X
1975,Austria,2000,female,25-34 years,34,617481,5.51,"196,799,778,883",25922,Generation X
1976,Austria,2000,female,5-14 years,4,461175,0.87,"196,799,778,883",25922,Millenials
1977,Austria,2000,male,5-14 years,4,484798,0.83,"196,799,778,883",25922,Millenials
1978,Austria,2001,male,75+ years,151,180006,83.89,"197,337,879,195",25848,Silent
1979,Austria,2001,male,55-74 years,309,735296,42.02,"197,337,879,195",25848,Silent
1980,Austria,2001,male,35-54 years,377,1193029,31.6,"197,337,879,195",25848,Boomers
1981,Austria,2001,male,25-34 years,142,604064,23.51,"197,337,879,195",25848,Generation X
1982,Austria,2001,female,75+ years,93,404458,22.99,"197,337,879,195",25848,Silent
1983,Austria,2001,male,15-24 years,101,488478,20.68,"197,337,879,195",25848,Millenials
1984,Austria,2001,female,55-74 years,129,835836,15.43,"197,337,879,195",25848,Silent
1985,Austria,2001,female,35-54 years,126,1177652,10.7,"197,337,879,195",25848,Boomers
1986,Austria,2001,female,25-34 years,41,600540,6.83,"197,337,879,195",25848,Generation X
1987,Austria,2001,female,15-24 years,18,470456,3.83,"197,337,879,195",25848,Millenials
1988,Austria,2001,female,5-14 years,1,460720,0.22,"197,337,879,195",25848,Millenials
1989,Austria,2001,male,5-14 years,1,484025,0.21,"197,337,879,195",25848,Millenials
1990,Austria,2002,male,75+ years,187,187295,99.84,"213,377,771,504",27772,Silent
1991,Austria,2002,male,55-74 years,322,747406,43.08,"213,377,771,504",27772,Silent
1992,Austria,2002,male,35-54 years,422,1214866,34.74,"213,377,771,504",27772,Boomers
1993,Austria,2002,male,25-34 years,158,586771,26.93,"213,377,771,504",27772,Generation X
1994,Austria,2002,male,15-24 years,99,494122,20.04,"213,377,771,504",27772,Millenials
1995,Austria,2002,female,75+ years,80,410636,19.48,"213,377,771,504",27772,Silent
1996,Austria,2002,female,55-74 years,105,841432,12.48,"213,377,771,504",27772,Silent
1997,Austria,2002,female,35-54 years,129,1197653,10.77,"213,377,771,504",27772,Boomers
1998,Austria,2002,female,25-34 years,30,583877,5.14,"213,377,771,504",27772,Generation X
1999,Austria,2002,female,15-24 years,17,475095,3.58,"213,377,771,504",27772,Millenials
2000,Austria,2002,female,5-14 years,2,460277,0.43,"213,377,771,504",27772,Millenials
2001,Austria,2002,male,5-14 years,2,483732,0.41,"213,377,771,504",27772,Millenials
2002,Austria,2003,male,75+ years,177,193846,91.31,"261,695,778,781",33889,Silent
2003,Austria,2003,male,55-74 years,308,759680,40.54,"261,695,778,781",33889,Silent
2004,Austria,2003,male,35-54 years,371,1231545,30.12,"261,695,778,781",33889,Boomers
2005,Austria,2003,male,25-34 years,118,569434,20.72,"261,695,778,781",33889,Generation X
2006,Austria,2003,female,75+ years,84,412619,20.36,"261,695,778,781",33889,Silent
2007,Austria,2003,male,15-24 years,91,501938,18.13,"261,695,778,781",33889,Millenials
2008,Austria,2003,female,55-74 years,102,851030,11.99,"261,695,778,781",33889,Silent
2009,Austria,2003,female,35-54 years,141,1213566,11.62,"261,695,778,781",33889,Boomers
2010,Austria,2003,female,15-24 years,29,482866,6.01,"261,695,778,781",33889,Millenials
2011,Austria,2003,female,25-34 years,32,567665,5.64,"261,695,778,781",33889,Generation X
2012,Austria,2003,male,5-14 years,3,480502,0.62,"261,695,778,781",33889,Millenials
2013,Austria,2003,female,5-14 years,0,457342,0.0,"261,695,778,781",33889,Millenials
2014,Austria,2004,male,75+ years,189,201792,93.66,"300,904,221,505",38711,Silent
2015,Austria,2004,male,55-74 years,308,771847,39.9,"300,904,221,505",38711,Silent
2016,Austria,2004,male,35-54 years,347,1248808,27.79,"300,904,221,505",38711,Boomers
2017,Austria,2004,male,15-24 years,110,509514,21.59,"300,904,221,505",38711,Millenials
2018,Austria,2004,male,25-34 years,120,555892,21.59,"300,904,221,505",38711,Generation X
2019,Austria,2004,female,75+ years,73,416777,17.52,"300,904,221,505",38711,Silent
2020,Austria,2004,female,55-74 years,118,860913,13.71,"300,904,221,505",38711,Silent
2021,Austria,2004,female,35-54 years,107,1231774,8.69,"300,904,221,505",38711,Boomers
2022,Austria,2004,female,25-34 years,26,554568,4.69,"300,904,221,505",38711,Generation X
2023,Austria,2004,female,15-24 years,22,491309,4.48,"300,904,221,505",38711,Millenials
2024,Austria,2004,male,5-14 years,2,476337,0.42,"300,904,221,505",38711,Millenials
2025,Austria,2004,female,5-14 years,0,453574,0.0,"300,904,221,505",38711,Millenials
2026,Austria,2005,male,75+ years,166,210054,79.03,"315,974,418,605",40367,Silent
2027,Austria,2005,male,55-74 years,331,782050,42.32,"315,974,418,605",40367,Silent
2028,Austria,2005,male,35-54 years,364,1266464,28.74,"315,974,418,605",40367,Boomers
2029,Austria,2005,female,75+ years,81,421281,19.23,"315,974,418,605",40367,Silent
2030,Austria,2005,male,25-34 years,102,548943,18.58,"315,974,418,605",40367,Generation X
2031,Austria,2005,male,15-24 years,83,515674,16.1,"315,974,418,605",40367,Millenials
2032,Austria,2005,female,55-74 years,96,869065,11.05,"315,974,418,605",40367,Silent
2033,Austria,2005,female,35-54 years,121,1250028,9.68,"315,974,418,605",40367,Boomers
2034,Austria,2005,female,25-34 years,33,546238,6.04,"315,974,418,605",40367,Generation X
2035,Austria,2005,female,15-24 years,18,497688,3.62,"315,974,418,605",40367,Millenials
2036,Austria,2005,male,5-14 years,3,471447,0.64,"315,974,418,605",40367,Millenials
2037,Austria,2005,female,5-14 years,1,448529,0.22,"315,974,418,605",40367,Millenials
2038,Austria,2006,male,75+ years,171,218168,78.38,"335,998,557,270",42698,Silent
2039,Austria,2006,male,55-74 years,266,791509,33.61,"335,998,557,270",42698,Silent
2040,Austria,2006,male,35-54 years,382,1281251,29.81,"335,998,557,270",42698,Boomers
2041,Austria,2006,female,75+ years,81,425747,19.03,"335,998,557,270",42698,Silent
2042,Austria,2006,male,25-34 years,103,545467,18.88,"335,998,557,270",42698,Generation X
2043,Austria,2006,male,15-24 years,77,517546,14.88,"335,998,557,270",42698,Millenials
2044,Austria,2006,female,55-74 years,91,876832,10.38,"335,998,557,270",42698,Silent
2045,Austria,2006,female,35-54 years,91,1265873,7.19,"335,998,557,270",42698,Boomers
2046,Austria,2006,female,25-34 years,18,542011,3.32,"335,998,557,270",42698,Generation X
2047,Austria,2006,female,15-24 years,16,499388,3.2,"335,998,557,270",42698,Millenials
2048,Austria,2006,male,5-14 years,1,464213,0.22,"335,998,557,270",42698,Millenials
2049,Austria,2006,female,5-14 years,0,441264,0.0,"335,998,557,270",42698,Millenials
2050,Austria,2007,male,75+ years,170,225285,75.46,"388,691,445,387",49218,Silent
2051,Austria,2007,male,55-74 years,273,800509,34.1,"388,691,445,387",49218,Silent
2052,Austria,2007,male,35-54 years,331,1291260,25.63,"388,691,445,387",49218,Boomers
2053,Austria,2007,female,75+ years,80,428921,18.65,"388,691,445,387",49218,Silent
2054,Austria,2007,male,25-34 years,99,542760,18.24,"388,691,445,387",49218,Generation X
2055,Austria,2007,male,15-24 years,93,517817,17.96,"388,691,445,387",49218,Millenials
2056,Austria,2007,female,55-74 years,109,885212,12.31,"388,691,445,387",49218,Silent
2057,Austria,2007,female,35-54 years,88,1277479,6.89,"388,691,445,387",49218,Boomers
2058,Austria,2007,female,25-34 years,25,539763,4.63,"388,691,445,387",49218,Generation X
2059,Austria,2007,female,15-24 years,15,499804,3.0,"388,691,445,387",49218,Millenials
2060,Austria,2007,male,5-14 years,2,455269,0.44,"388,691,445,387",49218,Generation Z
2061,Austria,2007,female,5-14 years,0,433193,0.0,"388,691,445,387",49218,Generation Z
2062,Austria,2008,male,75+ years,200,231083,86.55,"430,294,287,388",54294,Silent
2063,Austria,2008,male,55-74 years,276,811538,34.01,"430,294,287,388",54294,Silent
2064,Austria,2008,male,35-54 years,340,1295943,26.24,"430,294,287,388",54294,Boomers
2065,Austria,2008,female,75+ years,72,430534,16.72,"430,294,287,388",54294,Silent
2066,Austria,2008,male,25-34 years,86,542606,15.85,"430,294,287,388",54294,Generation X
2067,Austria,2008,male,15-24 years,59,519137,11.37,"430,294,287,388",54294,Millenials
2068,Austria,2008,female,55-74 years,82,895882,9.15,"430,294,287,388",54294,Silent
2069,Austria,2008,female,35-54 years,112,1285210,8.71,"430,294,287,388",54294,Boomers
2070,Austria,2008,female,15-24 years,18,500763,3.59,"430,294,287,388",54294,Millenials
2071,Austria,2008,female,25-34 years,18,539635,3.34,"430,294,287,388",54294,Generation X
2072,Austria,2008,female,5-14 years,2,425776,0.47,"430,294,287,388",54294,Generation Z
2073,Austria,2008,male,5-14 years,2,447151,0.45,"430,294,287,388",54294,Generation Z
2074,Austria,2009,male,75+ years,187,235822,79.3,"400,172,297,861",50356,Silent
2075,Austria,2009,male,55-74 years,279,823727,33.87,"400,172,297,861",50356,Silent
2076,Austria,2009,male,35-54 years,332,1297322,25.59,"400,172,297,861",50356,Boomers
2077,Austria,2009,male,25-34 years,99,542799,18.24,"400,172,297,861",50356,Generation X
2078,Austria,2009,female,75+ years,68,430726,15.79,"400,172,297,861",50356,Silent
2079,Austria,2009,male,15-24 years,72,519901,13.85,"400,172,297,861",50356,Millenials
2080,Austria,2009,female,55-74 years,103,908213,11.34,"400,172,297,861",50356,Silent
2081,Austria,2009,female,35-54 years,101,1289816,7.83,"400,172,297,861",50356,Boomers
2082,Austria,2009,female,25-34 years,18,539304,3.34,"400,172,297,861",50356,Generation X
2083,Austria,2009,female,15-24 years,11,501225,2.19,"400,172,297,861",50356,Millenials
2084,Austria,2009,female,5-14 years,5,418410,1.2,"400,172,297,861",50356,Generation Z
2085,Austria,2009,male,5-14 years,3,439629,0.68,"400,172,297,861",50356,Generation Z
2086,Austria,2010,male,75+ years,180,240431,74.87,"391,892,746,545",49181,Silent
2087,Austria,2010,male,55-74 years,287,838208,34.24,"391,892,746,545",49181,Silent
2088,Austria,2010,male,35-54 years,325,1296607,25.07,"391,892,746,545",49181,Generation X
2089,Austria,2010,male,15-24 years,91,518657,17.55,"391,892,746,545",49181,Millenials
2090,Austria,2010,male,25-34 years,85,542986,15.65,"391,892,746,545",49181,Generation X
2091,Austria,2010,female,75+ years,62,431151,14.38,"391,892,746,545",49181,Silent
2092,Austria,2010,female,55-74 years,90,923411,9.75,"391,892,746,545",49181,Silent
2093,Austria,2010,female,35-54 years,102,1291400,7.9,"391,892,746,545",49181,Generation X
2094,Austria,2010,female,25-34 years,25,539299,4.64,"391,892,746,545",49181,Generation X
2095,Austria,2010,female,15-24 years,14,499638,2.8,"391,892,746,545",49181,Millenials
2096,Austria,2010,male,5-14 years,2,433795,0.46,"391,892,746,545",49181,Generation Z
2097,Austria,2010,female,5-14 years,1,412838,0.24,"391,892,746,545",49181,Generation Z
2098,Austria,2011,male,75+ years,196,245207,79.93,"431,120,310,089",53923,Silent
2099,Austria,2011,male,55-74 years,276,855700,32.25,"431,120,310,089",53923,Boomers
2100,Austria,2011,male,35-54 years,336,1292255,26.0,"431,120,310,089",53923,Generation X
2101,Austria,2011,male,25-34 years,97,546027,17.76,"431,120,310,089",53923,Millenials
2102,Austria,2011,female,75+ years,58,431128,13.45,"431,120,310,089",53923,Silent
2103,Austria,2011,male,15-24 years,67,518095,12.93,"431,120,310,089",53923,Millenials
2104,Austria,2011,female,55-74 years,113,942311,11.99,"431,120,310,089",53923,Boomers
2105,Austria,2011,female,35-54 years,95,1288452,7.37,"431,120,310,089",53923,Generation X
2106,Austria,2011,female,15-24 years,23,498172,4.62,"431,120,310,089",53923,Millenials
2107,Austria,2011,female,25-34 years,23,542031,4.24,"431,120,310,089",53923,Millenials
2108,Austria,2011,male,5-14 years,3,428198,0.7,"431,120,310,089",53923,Generation Z
2109,Austria,2011,female,5-14 years,1,407570,0.25,"431,120,310,089",53923,Generation Z
2110,Austria,2012,male,75+ years,189,250032,75.59,"409,425,234,155",50979,Silent
2111,Austria,2012,male,55-74 years,298,874391,34.08,"409,425,234,155",50979,Boomers
2112,Austria,2012,male,35-54 years,332,1286522,25.81,"409,425,234,155",50979,Generation X
2113,Austria,2012,male,25-34 years,99,553047,17.9,"409,425,234,155",50979,Millenials
2114,Austria,2012,female,75+ years,76,430436,17.66,"409,425,234,155",50979,Silent
2115,Austria,2012,male,15-24 years,66,519503,12.7,"409,425,234,155",50979,Millenials
2116,Austria,2012,female,55-74 years,99,962372,10.29,"409,425,234,155",50979,Boomers
2117,Austria,2012,female,35-54 years,87,1283769,6.78,"409,425,234,155",50979,Generation X
2118,Austria,2012,female,25-34 years,20,547787,3.65,"409,425,234,155",50979,Millenials
2119,Austria,2012,female,15-24 years,6,497838,1.21,"409,425,234,155",50979,Millenials
2120,Austria,2012,male,5-14 years,3,422849,0.71,"409,425,234,155",50979,Generation Z
2121,Austria,2012,female,5-14 years,1,402730,0.25,"409,425,234,155",50979,Generation Z
2122,Austria,2013,male,75+ years,221,255540,86.48,"430,068,712,972",53229,Silent
2123,Austria,2013,male,55-74 years,299,893602,33.46,"430,068,712,972",53229,Boomers
2124,Austria,2013,male,35-54 years,317,1282009,24.73,"430,068,712,972",53229,Generation X
2125,Austria,2013,female,75+ years,64,431074,14.85,"430,068,712,972",53229,Silent
2126,Austria,2013,male,25-34 years,75,563630,13.31,"430,068,712,972",53229,Millenials
2127,Austria,2013,female,55-74 years,118,981829,12.02,"430,068,712,972",53229,Boomers
2128,Austria,2013,male,15-24 years,54,518852,10.41,"430,068,712,972",53229,Millenials
2129,Austria,2013,female,35-54 years,94,1279480,7.35,"430,068,712,972",53229,Generation X
2130,Austria,2013,female,25-34 years,25,556475,4.49,"430,068,712,972",53229,Millenials
2131,Austria,2013,female,15-24 years,20,496526,4.03,"430,068,712,972",53229,Millenials
2132,Austria,2013,female,5-14 years,3,400256,0.75,"430,068,712,972",53229,Generation Z
2133,Austria,2013,male,5-14 years,1,420342,0.24,"430,068,712,972",53229,Generation Z
2134,Austria,2014,male,75+ years,206,269625,76.4,"441,885,415,806",54278,Silent
2135,Austria,2014,male,55-74 years,282,906857,31.1,"441,885,415,806",54278,Boomers
2136,Austria,2014,male,35-54 years,321,1280204,25.07,"441,885,415,806",54278,Generation X
2137,Austria,2014,female,75+ years,77,442472,17.4,"441,885,415,806",54278,Silent
2138,Austria,2014,male,25-34 years,100,576126,17.36,"441,885,415,806",54278,Millenials
2139,Austria,2014,male,15-24 years,79,516580,15.29,"441,885,415,806",54278,Millenials
2140,Austria,2014,female,55-74 years,108,993973,10.87,"441,885,415,806",54278,Boomers
2141,Austria,2014,female,35-54 years,93,1276047,7.29,"441,885,415,806",54278,Generation X
2142,Austria,2014,female,25-34 years,29,566622,5.12,"441,885,415,806",54278,Millenials
2143,Austria,2014,female,15-24 years,17,493605,3.44,"441,885,415,806",54278,Millenials
2144,Austria,2014,male,5-14 years,2,419646,0.48,"441,885,415,806",54278,Generation Z
2145,Austria,2014,female,5-14 years,0,399408,0.0,"441,885,415,806",54278,Generation Z
2146,Austria,2015,male,75+ years,214,290329,73.71,"382,065,930,308",46484,Silent
2147,Austria,2015,male,55-74 years,294,915115,32.13,"382,065,930,308",46484,Boomers
2148,Austria,2015,male,35-54 years,313,1279822,24.46,"382,065,930,308",46484,Generation X
2149,Austria,2015,female,75+ years,70,461676,15.16,"382,065,930,308",46484,Silent
2150,Austria,2015,male,25-34 years,78,590968,13.2,"382,065,930,308",46484,Millenials
2151,Austria,2015,male,15-24 years,61,519646,11.74,"382,065,930,308",46484,Millenials
2152,Austria,2015,female,55-74 years,100,998854,10.01,"382,065,930,308",46484,Boomers
2153,Austria,2015,female,35-54 years,79,1273034,6.21,"382,065,930,308",46484,Generation X
2154,Austria,2015,female,15-24 years,19,490742,3.87,"382,065,930,308",46484,Millenials
2155,Austria,2015,female,25-34 years,21,576661,3.64,"382,065,930,308",46484,Millenials
2156,Austria,2015,female,5-14 years,1,400831,0.25,"382,065,930,308",46484,Generation Z
2157,Austria,2015,male,5-14 years,1,421708,0.24,"382,065,930,308",46484,Generation Z
3560,Belgium,1995,male,75+ years,169,211300,79.98,"289,567,323,481",30394,G.I. Generation
3561,Belgium,1995,male,35-54 years,593,1390200,42.66,"289,567,323,481",30394,Boomers
3562,Belgium,1995,male,55-74 years,392,969500,40.43,"289,567,323,481",30394,Silent
3563,Belgium,1995,male,25-34 years,244,795600,30.67,"289,567,323,481",30394,Generation X
3564,Belgium,1995,male,15-24 years,142,657100,21.61,"289,567,323,481",30394,Generation X
3565,Belgium,1995,female,75+ years,84,422900,19.86,"289,567,323,481",30394,G.I. Generation
3566,Belgium,1995,female,55-74 years,185,1108700,16.69,"289,567,323,481",30394,Silent
3567,Belgium,1995,female,35-54 years,222,1357900,16.35,"289,567,323,481",30394,Boomers
3568,Belgium,1995,female,25-34 years,72,767500,9.38,"289,567,323,481",30394,Generation X
3569,Belgium,1995,female,15-24 years,39,634100,6.15,"289,567,323,481",30394,Generation X
3570,Belgium,1995,male,5-14 years,10,621100,1.61,"289,567,323,481",30394,Millenials
3571,Belgium,1995,female,5-14 years,3,591200,0.51,"289,567,323,481",30394,Millenials
3572,Belgium,1996,male,75+ years,173,221792,78.0,"281,358,175,896",29438,G.I. Generation
3573,Belgium,1996,male,35-54 years,551,1417838,38.86,"281,358,175,896",29438,Boomers
3574,Belgium,1996,male,55-74 years,352,961063,36.63,"281,358,175,896",29438,Silent
3575,Belgium,1996,male,25-34 years,239,786754,30.38,"281,358,175,896",29438,Generation X
